1,0.14310455322265625,692041,
2,0.039501190185546875,1040809,3000.0
4,0.08008956909179688,2648028,
5,0.2861137390136719,,5852.0
6,0.19266128540039062,1614877,4100.0
7,0.3827095031738281,847286,
8,0.24955368041992188,1822842,3500.0
12,0.040782928466796875,1769963,6968.0
15,0.38848114013671875,4008821,9285.0
16,0.5118827819824219,803527,
17,0.19600296020507812,1053152,
19,0.09003448486328125,1849755,2765.0
20,0.7792205810546875,2363322,23682.0
21,0.24231338500976562,2996236,
22,0.032154083251953125,586580,
23,0.06250762939453125,1332619,3000.0
24,0.3666572570800781,,2800.0
26,0.21173095703125,1563081,
29,0.09471893310546875,,1742.0
32,0.3699951171875,866177,
33,0.12325668334960938,1034961,
35,0.14416122436523438,2185782,3530.0
41,0.13825225830078125,990366,
42,0.234100341796875,1564926,3225.0
43,0.2987937927246094,795614,
44,0.3117179870605469,1750455,7785.0
46,0.034877777099609375,720807,2214.0
50,0.14420700073242188,774459,
52,0.05815887451171875,1060330,
54,0.029468536376953125,,
58,0.34003448486328125,1567007,5952.0
59,0.27422332763671875,723360,
60,0.3307952880859375,4302997,
61,0.39269256591796875,997415,
62,0.14267349243164062,586086,
64,0.2409820556640625,1799252,2500.0
66,0.21311569213867188,857687,
67,0.06444931030273438,1530587,3040.0
68,0.044219970703125,936780,800.0
69,0.2508392333984375,632595,
70,0.2848014831542969,958047,4520.0
71,0.1108245849609375,1231915,
73,0.097808837890625,976763,1000.0
74,0.17506790161132812,,3671.0
75,0.18827056884765625,2305364,3287.0
76,0.08245849609375,,3550.0
77,0.036090850830078125,1328620,
78,0.3459205627441406,1601472,
81,0.035003662109375,,
82,0.07537460327148438,572159,
83,0.16145706176757812,,
84,0.32495880126953125,1049716,
86,0.212738037109375,,
87,0.223876953125,1380866,2520.0
88,0.18180084228515625,932516,
89,0.048252105712890625,1054005,1395.0
92,0.18989944458007812,744599,
93,0.23258209228515625,3429253,8920.0
94,0.12009048461914062,394071,
95,0.2563056945800781,990578,1464.0
98,0.39415740966796875,1642235,7195.0
99,0.1764984130859375,1002910,
100,0.18389511108398438,1710534,7840.0
103,0.18028640747070312,807125,
104,0.3465576171875,808912,4248.0
105,0.16622543334960938,1540356,2945.0
107,0.018199920654296875,970062,6400.0
109,0.008197784423828125,698803,
110,0.049121856689453125,1023541,2624.0
111,0.1353912353515625,1001563,
116,0.5562782287597656,3087169,18615.0
117,0.15224838256835938,2755998,3920.0
120,0.029407501220703125,1306370,
121,0.07763290405273438,,
122,0.3052101135253906,1599368,3850.0
123,0.44506072998046875,1306500,2980.0
124,0.10495376586914062,,2613.0
125,0.1958770751953125,600265,
126,0.27596282958984375,1062160,
127,0.25327301025390625,949654,1400.0
129,0.19067001342773438,912434,2730.0
135,0.17815780639648438,1734261,2893.0
136,0.136749267578125,580102,
137,0.005733489990234375,600811,
139,0.391571044921875,2147421,8294.0
141,0.06693649291992188,487275,
142,0.062366485595703125,1041443,2613.0
143,0.06916427612304688,,
145,0.0470123291015625,973820,
148,0.23169708251953125,1572168,5300.0
149,0.32738494873046875,2659368,4834.0
150,0.38597869873046875,1311549,2050.0
151,0.21788787841796875,2457931,4611.0
152,0.17409896850585938,649370,
153,0.4366569519042969,1831774,
156,0.3150520324707031,1657980,3519.0
157,0.15755462646484375,2372741,3962.0
158,0.0265960693359375,626936,
159,0.2992439270019531,1591924,
160,0.13669967651367188,1285840,1684.0
161,0.07373428344726562,1269687,2524.0
162,0.046588897705078125,898701,2613.0
166,0.13016128540039062,825108,
167,0.01096343994140625,943623,
168,0.2032623291015625,,
169,0.07323455810546875,1016087,
170,0.29572296142578125,1901692,9650.0
171,0.04589080810546875,1559709,6217.0
174,0.1646728515625,1157407,1432.0
176,0.20020675659179688,,3224.0
177,0.22794723510742188,,
178,0.07607269287109375,,6875.0
179,0.12169647216796875,2152124,5056.0
180,0.3222312927246094,1552420,3222.0
181,0.23816299438476562,,
182,0.426727294921875,8051588,22263.0
183,0.0716094970703125,1890694,3484.0
187,0.13840484619140625,2018485,4650.0
189,0.1149749755859375,1360691,2636.0
191,0.07701873779296875,,
192,0.18180084228515625,594085,
194,0.005733489990234375,,3656.0
195,0.0270843505859375,1918088,
199,0.015392303466796875,1623480,3646.0
201,0.182464599609375,3739701,11250.0
202,0.22295761108398438,2358204,3273.0
203,0.3968238830566406,,
205,0.2888221740722656,1656894,4004.0
207,0.043132781982421875,2187179,4421.0
208,0.0699005126953125,1212082,
211,0.2875022888183594,611901,
212,0.18989944458007812,476080,999.0
213,0.1660919189453125,2021977,2919.0
214,0.2987213134765625,1483749,3049.0
216,0.055789947509765625,1242134,3049.0
217,0.22904586791992188,1153943,
218,0.2341766357421875,1770555,3420.0
219,0.3836631774902344,1265661,1934.0
220,0.23677444458007812,2083396,3649.0
222,0.0916290283203125,1117566,2500.0
224,0.3934211730957031,1207947,2130.0
226,0.30484771728515625,1756632,2250.0
228,0.200531005859375,1659898,2100.0
230,0.0145416259765625,1235249,1349.0
231,0.14914321899414062,1824677,2278.0
232,0.11146926879882812,1400556,4500.0
235,0.16841888427734375,1114548,6000.0
237,0.11590957641601562,,
238,0.06720352172851562,,
239,0.07936477661132812,981479,
240,0.03533172607421875,894675,
242,0.14423370361328125,,
244,0.28375244140625,1715333,5550.0
245,0.17877578735351562,751083,3800.0
246,0.054622650146484375,1520449,2302.0
249,0.035976409912109375,599821,
251,0.03066253662109375,1231465,4593.0
252,0.16431808471679688,777802,6000.0
254,0.0771636962890625,853440,
258,0.10516357421875,762679,
261,0.14545822143554688,,
262,0.44405364990234375,1736589,2178.0
263,0.209503173828125,,2613.0
266,0.18235397338867188,,2353.0
268,0.02600860595703125,,
270,0.23452377319335938,2043581,2946.0
273,0.032501220703125,702382,
274,0.31403350830078125,1554211,1500.0
276,0.0711669921875,959109,
277,0.1505126953125,5834676,2128.0
279,0.23624038696289062,584947,
280,0.1472015380859375,,
281,0.050838470458984375,,
282,0.14834213256835938,,3000.0
283,0.038238525390625,750674,
284,0.23160552978515625,1058507,3537.0
285,0.16874313354492188,632020,
286,0.04126739501953125,975441,2850.0
287,0.1280517578125,648919,3920.0
289,0.098968505859375,752683,2134.0
290,0.10922622680664062,807125,
291,0.24996185302734375,2341632,4029.0
293,0.03216552734375,953795,
295,0.2328643798828125,1895386,2613.0
296,0.15848159790039062,594695,6000.0
297,0.33209991455078125,1363133,5000.0
300,0.181304931640625,,
301,0.5930290222167969,1648707,5712.0
304,0.22715377807617188,1733452,5922.0
308,0.2125244140625,2333004,6098.0
310,0.14105224609375,,
312,0.061962127685546875,960663,
315,0.3746070861816406,7547699,30301.0
316,0.008609771728515625,569305,
317,0.06766891479492188,662391,2134.0
318,0.12083053588867188,,
319,0.1146392822265625,1594109,2708.0
320,0.17130661010742188,535356,
321,0.4717445373535156,1965398,7594.0
322,0.06650924682617188,1779487,2322.0
323,0.06558990478515625,901954,
325,0.06412506103515625,1024023,1150.0
326,0.14990234375,,
327,0.10498809814453125,1393388,714.0
328,0.3135795593261719,801193,
331,0.08335494995117188,1085410,1200.0
333,0.06949234008789062,861929,
334,0.07607650756835938,,
339,0.00025177001953125,1366963,4320.0
340,0.029941558837890625,1597973,
342,0.17634201049804688,583054,
343,0.3302574157714844,1038280,1800.0
345,0.2732086181640625,1243413,5227.0
347,0.08309173583984375,1441987,4372.0
349,0.2209625244140625,501817,
350,0.046291351318359375,1205488,4043.0
355,0.28952789306640625,5122467,14000.0
357,0.13536453247070312,609566,
358,0.322235107421875,,5130.0
360,0.146759033203125,1781102,4820.0
361,0.17905044555664062,955462,4600.0
370,0.3424263000488281,1647199,7850.0
371,0.03896331787109375,,
372,0.14770126342773438,1534770,3350.0
373,0.12558364868164062,1371417,3400.0
374,0.32526397705078125,1330200,2957.0
375,0.19881820678710938,4582218,10651.0
377,0.1367034912109375,2336297,4080.0
379,0.017604827880859375,,
380,0.0667877197265625,,
381,0.4659423828125,898809,
383,0.14910507202148438,934905,3288.0
384,0.006572723388671875,793772,
385,0.17797088623046875,1113643,
386,0.2925453186035156,2637235,4114.0
387,0.17716217041015625,831122,4000.0
389,0.3680419921875,2359776,4077.0
392,0.1288604736328125,1146263,
393,0.06427383422851562,976101,
394,0.12027740478515625,3869266,7126.0
395,0.3968620300292969,1832394,4388.0
396,0.09905624389648438,,5085.0
397,0.07002639770507812,,
398,0.25109100341796875,923278,1524.0
399,0.4682121276855469,1585597,5600.0
